Rank,"Name
Country/Region",Overall,Teaching,Research,Citations,Industry Income,International Outlook
45,Georgia Institute of TechnologyUnited States,73.3,58.2,69.4,91.4,71.4,77.7
46,"Nanyang Technological University, SingaporeSingapore
Explore",73,57.2,70.3,85.1,87,93.9
47,University of Texas at AustinUnited States,72.9,67.9,71.5,89.4,50.1,39.8
48,University of Illinois at Urbana-ChampaignUnited States,72.6,65.7,77.3,80.9,50,55.4
49,"The Chinese University of Hong KongHong Kong
Explore",71.3,55.1,58.6,95,60.2,95
50,"University of ManchesterUnited Kingdom
Explore",71.2,56.4,65,89.1,45.6,92.4
51,Washington University in St LouisUnited States,70.7,60.5,57.5,98.5,44.9,62.1
52,University of North Carolina at Chapel HillUnited States,70.6,62.2,63.4,95.6,45,41.1
53,Wageningen University & ResearchNetherlands,70.1,50.1,58.1,95.6,100,86.4
54,"Australian National UniversityAustralia
Explore",70,49.8,67.7,87.8,47.8,96.5
54,"The University of QueenslandAustralia
Explore",70,55,62,85.8,86.2,93.4
54,Seoul National UniversitySouth Korea,70,73.8,73.8,68.5,98.2,36.9
57,Monash UniversityAustralia,69.9,54.3,61.7,87.7,79.2,91
58,The University of SydneyAustralia,69.8,51.8,62.2,90.5,66.1,90.9
58,University of Wisconsin-MadisonUnited States,69.8,67.4,69.5,79.2,47.5,50.4
60,Fudan UniversityChina,69.7,66.8,68.4,79,70.7,48.6
61,Kyoto UniversityJapan,69.6,78.5,78.9,58.3,80.8,38.2
62,Boston UniversityUnited States,69.5,57.3,60.2,93.8,46.5,65.5
63,University of Southern CaliforniaUnited States,69.3,62.1,58.8,90.3,41.2,65.5
64,Brown UniversityUnited States,69.1,62.2,56.6,92.9,37.4,61.9
65,University of AmsterdamNetherlands,68.9,49,63.3,91.6,41.6,89.8
66,"The Hong Kong University of Science and TechnologyHong Kong
Explore",68.8,50.9,62.1,86.6,65.1,97.6
67,"University of California, DavisUnited States",67.9,58.8,64.6,81.5,50.7,68.9
68,"University of California, Santa BarbaraUnited States",67.7,45.2,58.9,96.6,79.8,73.6
69,Utrecht UniversityNetherlands,67.6,46.6,63.1,90.1,77,76.3
70,"UNSW SydneyAustralia
Explore",67.4,50.4,60.4,84.1,72.7,95.2
71,"Leiden UniversityNetherlands
Explore",67.1,44.8,65.1,86.8,71.8,84.1
72,Erasmus University RotterdamNetherlands,67,40.2,57.8,97,76.5,88.5
73,Charité - Universitätsmedizin BerlinGermany,66.8,48.6,50.6,98.7,92.2,68.1
74,Humboldt University of BerlinGermany,66.3,59.9,66.7,73.5,41.6,70.1
75,Delft University of TechnologyNetherlands,65.8,57.1,71.1,59.4,97.7,93.6
75,"Zhejiang UniversityChina
Explore",65.8,67.2,69.9,58.6,100,61.6
75,University of ZurichSwitzerland,65.8,52.2,49.6,89.4,61.9,92.5
78,University of TübingenGermany,65.4,53.3,58.7,82.9,82.7,65.2
78,University of WarwickUnited Kingdom,65.4,46.9,53,90.7,44.8,94.5
80,University of GroningenNetherlands,65.2,42.5,55.3,90.6,81.1,88.7
80,"McMaster UniversityCanada
Explore",65.2,44.3,50.6,93.1,98.3,85.1
82,Emory UniversityUnited States,65.1,55.1,44.9,98.1,48.2,59.7
83,Free University of BerlinGermany,64.8,55.4,65.2,72.9,41.9,75.7
84,Shanghai Jiao Tong UniversityChina,64.7,64.2,71.9,59.3,100,47
85,Ohio State University (Main campus)United States,63.8,54.7,52.2,86.1,53.2,60.6
86,"University of GlasgowUnited Kingdom
Explore",63.7,41.9,49.9,94,40.7,93.1
86,University of MinnesotaUnited States,63.7,55.9,57.9,81.7,80.4,40.8
88,"Université de MontréalCanada
Explore",63.6,50.4,52.9,81.7,69.5,85.7
88,"University of Science and Technology of ChinaChina
Explore",63.6,63.4,61.5,72.8,70.3,34.5
88,Sorbonne UniversityFrance,63.6,61,53.6,76.6,38.2,70.4
91,"The Hong Kong Polytechnic UniversityHong Kong
Explore",63.3,45.4,53.9,83.7,46,97.1
91,Institut Polytechnique de ParisFrance,63.3,57.3,54.7,69,77.1,94.5
92,"University of BristolUnited Kingdom
Explore",63.1,40.6,49.2,94.7,43.7,89.1
93,"University of Maryland, College ParkUnited States",63,49.3,56.8,89.8,39.3,42.9
93,Michigan State UniversityUnited States,63,58.1,56.1,77.2,37.7,62
96,University of CopenhagenDenmark,62.7,46.8,47.1,88.8,54.4,86.8
96,Ghent UniversityBelgium,62.7,48.9,58.4,79.2,83.3,62.4
98,"University of California, IrvineUnited States",62.4,42.5,49,93.8,52,73.2
99,Dartmouth CollegeUnited States,62.3,60.1,40.2,93.6,38.9,41.7
99,Korea Advanced Institute of Science and Technology (KAIST)South Korea,62.3,64.1,66.5,59.3,100,38
