Rank,"Name
Country/Region",Overall,Teaching,Research,Citations,Industry Income,International Outlook
86,University of Notre DameUnited States,56.5,43.3,38.5,90,-,51.4
88,Tufts UniversityUnited States,56.4,43.6,33.9,92.9,58.7,51.1
88,"University of California, IrvineUnited States",56.4,39.5,41.7,89.5,40,56.1
90,Ghent UniversityBelgium,56.2,42.5,51.6,73.8,85.3,49.1
91,University of MassachusettsUnited States,56.1,44.8,49.1,78.7,52.8,40.3
91,University of Pittsburgh-Pittsburgh campusUnited States,56.1,45.2,46.3,84.4,38.5,32.2
93,Emory UniversityUnited States,55.5,49,32.4,89.5,42.3,42.9
94,"McMaster UniversityCanada
Explore",55.3,38.1,43.2,78.8,85,69.4
94,"University of GlasgowUnited Kingdom
Explore",55.3,37,40.5,83.7,39.9,78.8
96,Vanderbilt UniversityUnited States,55.2,46,38.2,87.7,59.4,28.3
97,University of Colorado BoulderUnited States,55.1,35,38.3,97.4,-,39.1
98,Stockholm UniversitySweden,54.6,30.1,45,90.9,32.4,53.2
98,"Technical University of MunichGermany
Explore",54.6,45.6,37.4,78.8,49,64
98,Uppsala UniversitySweden,54.6,40.2,53,70.9,39.6,57.5
