Rank,"Name
Country/Region",Overall,Teaching,Research,Citations,Industry Income,International Outlook
30,University of British ColumbiaCanada,77.3,69.1,80.4,84,42.4,82.1
31,University of Wisconsin-MadisonUnited States,76.9,76.1,80.1,88.2,54.8,29.8
32,University of EdinburghUnited Kingdom,76.1,68.4,71.3,90.8,43.8,78.9
33,University of Illinois at Urbana-ChampaignUnited States,75.8,74.2,84.9,80.8,-,36
34,"McGill UniversityCanada
Explore",75.7,74.4,80.4,75.2,40.3,75.9
35,"University of California, Santa BarbaraUnited States",75.6,56.1,73.5,99.4,100,58.3
35,"University of Hong KongHong Kong
Explore",75.6,78.4,85.9,62.1,62.5,81.7
37,"Australian National UniversityAustralia
Explore",75.4,68.6,83.5,73.5,39.6,90
38,"University of California, San DiegoUnited States",75.2,63.4,79,96.2,43.9,34.2
39,London School of Economics and Political ScienceUnited Kingdom,73.1,70.8,80.8,66.5,42.9,87.2
40,École Polytechnique Fédérale de LausanneSwitzerland,73,62.4,57,95,49.8,98.8
41,New York UniversityUnited States,72.8,73.8,67.4,89.2,29.5,38.7
42,Karolinska InstituteSweden,72.4,66.3,75.7,77.3,71.4,64.5
42,University of North Carolina at Chapel HillUnited States,72.4,70.4,69.3,90.1,40,32.9
44,"University of California, DavisUnited States",71.8,67.9,71.6,82.7,52.5,51.7
44,Washington University in St LouisUnited States,71.8,66,62.8,95.2,-,44.3
46,Peking UniversityChina,70.7,81.5,67.9,64.3,99.9,54.1
47,University of MinnesotaUnited States,70.5,66.1,74,84.7,-,28.7
48,"LMU MunichGermany
Explore",70.4,65.4,66.5,85.5,42,54.7
49,"University of ManchesterUnited Kingdom
Explore",70.1,65.9,67.7,76.9,43.2,77.9
50,Pohang University of Science and Technology (POSTECH)South Korea,69.4,63.9,63.9,88.2,100,28.8
51,Brown UniversityUnited States,68.9,63.7,60.3,94.1,29.9,36.9
52,Tsinghua UniversityChina,67.1,74.5,76.4,55.2,99.2,37.2
53,Ohio State University (Main campus)United States,67,66.7,60.9,80.1,49.5,46.3
54,Boston UniversityUnited States,66.8,65.4,50.9,94.2,30.6,39.2
54,Kyoto UniversityJapan,66.8,77.1,74.8,57.8,76.4,26.3
56,University of Southern CaliforniaUnited States,66.3,68.4,57.1,81.9,33.5,43.4
57,King’s College LondonUnited Kingdom,66.2,53.5,59.3,82.8,42.4,86
58,"KU LeuvenBelgium
Explore",66.1,59.7,71,67.2,99.7,56.6
59,Seoul National UniversitySouth Korea,65.9,76.7,81.4,48,81.7,27
59,École Normale SupérieureFrance,65.9,61.6,46.9,90.3,47.2,67.3
61,Penn State (Main campus)United States,65.8,55,69.2,81.4,59.7,34.9
62,The University of SydneyAustralia,65.7,59.5,70.1,62.9,69.2,83
62,École Polytechnique – Institut Polytechnique de ParisFrance,65.7,56.5,54.7,80.7,75.8,83
64,"Leiden UniversityNetherlands
Explore",65.1,54,67.1,78.4,46.1,54.8
65,"The Hong Kong University of Science and TechnologyHong Kong
Explore",64.4,56.9,64.6,68.9,55.6,78.1
65,"The University of QueenslandAustralia
Explore",64.4,54.4,66.1,69.6,64,77.8
67,Utrecht UniversityNetherlands,64.1,48,64.7,82.4,82.6,47.3
68,Korea Advanced Institute of Science and Technology (KAIST)South Korea,64,69.9,68.9,58.4,100,31.1
69,Purdue University West LafayetteUnited States,63.8,59.8,71.9,63.1,-,54.8
70,University of GöttingenGermany,63.2,50,52.5,92.5,34.4,51
70,Wageningen University & ResearchNetherlands,63.2,54.9,53.7,73.8,100,79.2
72,Erasmus University RotterdamNetherlands,62.9,44.5,64.1,80.2,62,62.8
72,University of MassachusettsUnited States,62.9,57.1,62.6,77.8,52.8,31.7
74,"University of BristolUnited Kingdom
Explore",62.5,50.1,51.7,85.4,38.7,71.9
75,Rice UniversityUnited States,62,49.5,39.3,100,36.5,59
76,University of Pittsburgh-Pittsburgh campusUnited States,61.7,54.6,55.1,85.2,39.3,29.4
77,Delft University of TechnologyNetherlands,61.6,59.9,75.1,45.1,99.9,67.7
78,"Universität HeidelbergGermany
Explore",61.4,61.4,49,75.5,40.7,61.3
79,Emory UniversityUnited States,61.3,56.7,44.4,90.9,38.3,36.6
80,Durham UniversityUnited Kingdom,60.7,42.3,44.5,93.3,34.3,77.7
81,Pierre and Marie Curie UniversityFrance,60.5,59.2,43.5,80.6,28.6,64.4
82,Lund UniversitySweden,60.3,43.6,61.3,77.1,34.2,64.4
83,University of AmsterdamNetherlands,60.1,45.6,61.3,75.1,49,57
84,"Université de MontréalCanada
Explore",59.8,54,57.9,60.9,95,74.6
85,"UNSW SydneyAustralia
Explore",59.6,52.6,63.8,56.7,50.5,84.8
86,"Nanyang Technological University, SingaporeSingapore
Explore",59.4,45.7,66.9,54.5,99.5,90.5
87,Tufts UniversityUnited States,59.1,52.6,36.4,94.8,39.4,39.6
88,"McMaster UniversityCanada
Explore",59,42.3,47.9,81.7,98,66.9
89,University of GroningenNetherlands,58.8,43.8,61,71.6,85.2,49.8
89,University of ZurichSwitzerland,58.8,50,41.6,80,38.3,84.1
91,University of Colorado BoulderUnited States,58.7,42.3,44.4,97.1,-,34.7
92,Paris-Sud UniversityFrance,58.6,48,45.9,82.9,28.4,63.9
93,Ghent UniversityBelgium,58.4,46.4,56.7,71.3,95.9,49.1
94,Michigan State UniversityUnited States,58.3,51.8,56.8,73.8,32.6,36.8
94,University of Notre DameUnited States,58.3,48.3,39.6,93.5,29.8,41.6
96,"University of California, IrvineUnited States",58.2,44,47.2,90.3,42.1,35.2
97,"University of Maryland, College ParkUnited States",57.9,44.9,51.4,83.9,32.1,40.4
98,University of ArizonaUnited States,57.7,47,53.7,76.9,83.9,31.3
99,Humboldt University of BerlinGermany,57.5,55.4,58.7,59.5,-,57.5
99,Monash UniversityAustralia,57.5,47.8,60.6,60.9,70,66.4
99,Rutgers University – New BrunswickUnited States,57.5,50.9,61.3,69.5,35.8,27.9
