Rank,"Name
Country/Region",Overall,Teaching,Research,Citations,Industry Income,International Outlook
44,Seoul National UniversitySouth Korea,65.2,76.4,79.2,47.3,86,29.4
45,Peking UniversityChina,65,72.3,58.1,62.8,99.9,60.6
46,University of MinnesotaUnited States,64.9,61.4,62.7,81.2,-,31.7
47,University of North Carolina at Chapel HillUnited States,64.5,57.6,55.3,90.2,39.1,35
48,"Australian National UniversityAustralia
Explore",64.4,51.8,65.1,71.2,44.8,91.4
49,Penn State (Main campus)United States,64.2,55.3,65.9,79.4,60,33.7
50,Boston UniversityUnited States,63.5,56.5,46.1,95.3,31.1,44.2
50,Tsinghua UniversityChina,63.5,66.8,65.9,59.9,99.9,42.6
52,Brown UniversityUnited States,63.2,55.4,52,91.3,33.5,37.7
52,Kyoto UniversityJapan,63.2,69.5,69.5,58.2,78.7,27.5
52,"University of California, DavisUnited States",63.2,55.5,56.4,81.2,51.3,53.7
55,"LMU MunichGermany
Explore",63.1,55.4,54.1,83.3,41.4,56.3
56,Korea Advanced Institute of Science and Technology (KAIST)South Korea,62.9,65.6,60,67,100,34.3
57,"The Hong Kong University of Science and TechnologyHong Kong
Explore",62.5,52.4,59.7,72.3,58.5,77
58,"University of ManchesterUnited Kingdom
Explore",62.3,54.5,52.2,77.3,40.8,80.9
59,Ohio State University (Main campus)United States,62,58.3,52.9,79.4,47.7,48.1
60,Pohang University of Science and Technology (POSTECH)South Korea,61.7,54.2,49,85.7,100,33.8
61,"KU LeuvenBelgium
Explore",61.3,48.6,59.9,72.9,99.9,58.6
62,Purdue University West LafayetteUnited States,60.7,53.7,62.5,67,-,60.6
63,"The University of QueenslandAustralia
Explore",59.9,43.4,58,73.3,61,79.7
63,University of GöttingenGermany,59.9,45.1,48.8,89.6,41.2,51.5
65,Rice UniversityUnited States,59.8,44.1,35.5,99.9,35.2,67.7
65,École Normale SupérieureFrance,59.8,54.6,37.1,87,44.7,67.1
67,"Leiden UniversityNetherlands
Explore",59.4,41.9,53.2,84.2,49.8,58.5
68,"Universität HeidelbergGermany
Explore",59.2,57.8,44.8,76,42.1,61.3
69,Delft University of TechnologyNetherlands,59.1,55.8,67.3,47.2,100,74.2
70,University of Southern CaliforniaUnited States,59,58.7,43.2,81.2,34.6,43.4
70,École Polytechnique – Institut Polytechnique de ParisFrance,59,46.3,40.5,82.3,74,86.1
72,The University of SydneyAustralia,58.8,47.4,55.4,66.6,66.3,84.8
73,Erasmus University RotterdamNetherlands,58.1,37.8,53.3,81.2,56,66.6
74,University of BaselSwitzerland,57.7,39.1,41,81.4,98.5,91.1
74,Utrecht UniversityNetherlands,57.7,36.3,54.7,82,85.6,49.2
76,"Nanyang Technological University, SingaporeSingapore
Explore",57.2,37.7,54.3,67.5,100,91
77,Wageningen University & ResearchNetherlands,56.8,43.1,44.3,74.1,100,78.3
78,University of Pittsburgh-Pittsburgh campusUnited States,56.7,48.6,45.4,84.4,39.4,29.4
79,"University of BristolUnited Kingdom
Explore",56.3,39.6,41.2,84.9,38,75
80,Durham UniversityUnited Kingdom,56.1,38.3,38.3,88.2,35.3,76.8
80,Emory UniversityUnited States,56.1,50.4,31.6,90.8,43.2,42.4
80,Tufts UniversityUnited States,56.1,46.7,32.1,93.9,39.1,43.4
83,Michigan State UniversityUnited States,55.9,50,49.1,71.5,32,52.6
83,University of AmsterdamNetherlands,55.9,38.3,54.1,75,50.2,58.3
85,Ghent UniversityBelgium,55.5,41,48.9,74.9,94.6,49.5
86,Free University of BerlinGermany,55.3,43.8,58,64.8,34.4,58.7
87,"Technical University of MunichGermany
Explore",55.2,48.2,35.2,80.7,50.1,63.1
88,Case Western Reserve UniversityUnited States,55,51,38.6,82.8,-,35.4
88,Vanderbilt UniversityUnited States,55,46.8,38.7,86.5,51,28.6
90,University of Notre DameUnited States,54.7,41.2,34.7,91.8,31.2,47.5
91,Monash UniversityAustralia,54.6,42.5,48.9,65.4,67,78.3
92,"McMaster UniversityCanada
Explore",54.5,35.3,42.7,79.4,86.9,68
93,"University of California, IrvineUnited States",54.1,37.1,40.8,89.7,44.9,36.4
94,Humboldt University of BerlinGermany,53.8,45.6,48.7,68.4,-,54.4
95,University of RochesterUnited States,53.6,42.8,29.9,89.7,41.4,50.7
96,Pierre and Marie Curie UniversityFrance,53.5,50.2,26.7,82.3,34.4,65.5
97,University of Colorado BoulderUnited States,53.4,34.2,33.3,97.3,-,40.5
98,"Maastricht UniversityNetherlands
Explore",52.9,33.1,47.1,65.8,98.2,89.1
98,University of GroningenNetherlands,52.9,36,48.6,71.1,87.6,53
100,University of HelsinkiFinland,52.6,35.5,46.5,77.8,30.7,51.3
100,University of YorkUnited Kingdom,52.6,31.7,33.2,89.4,33.3,73.6
