Rank,"Name
Country/Region",Overall,Teaching,Research,Citations,Industry Income,International Outlook
64,Seoul National UniversitySouth Korea,68,72.3,71.6,66.5,86.6,35.8
65,Kyoto UniversityJapan,67.7,73.7,78.1,59.9,66.2,33.7
66,"The University of QueenslandAustralia
Explore",67.4,49.3,58.7,86.8,80.9,92.5
67,Delft University of TechnologyNetherlands,66.7,55.3,72.3,63.2,99.4,92.8
67,"Leiden UniversityNetherlands
Explore",66.7,48.3,65,83.1,72.7,79.4
69,Erasmus University RotterdamNetherlands,66.3,39.4,57.3,97.1,63.6,87.3
70,Ohio State University (Main campus)United States,66.1,57.5,56.1,87.3,53.3,59.5
71,"UNSW SydneyAustralia
Explore",65.9,50.2,58.2,82.9,57.9,93.7
72,"McMaster UniversityCanada
Explore",65.4,44.5,50.1,94.8,94,82.7
73,University of GroningenNetherlands,65.1,42.3,55.6,91.6,79.8,82.5
74,Humboldt University of BerlinGermany,65,61.8,66.8,67.9,40.2,67.8
75,Monash UniversityAustralia,64.7,47.3,56.6,83.8,67.2,89.9
75,Utrecht UniversityNetherlands,64.7,44.1,61.2,88.4,65.3,65.5
77,University of WarwickUnited Kingdom,64.6,46.9,52.7,88.8,42.8,93.8
78,Penn State (Main campus)United States,64.2,55.2,67.1,75.7,52.1,47.4
79,University of MinnesotaUnited States,64.1,55.2,59.3,82.7,78.2,40.2
80,Charité - Universitätsmedizin BerlinGermany,64,47.6,47.3,94.9,92.7,63.5
80,Emory UniversityUnited States,64,56,40.4,98.8,45.4,57.9
80,"University of Science and Technology of ChinaChina
Explore",64,64.6,59.5,74.7,79.6,31.3
80,Sorbonne UniversityFrance,64,62.3,50.6,79.9,38.4,69.2
84,Michigan State UniversityUnited States,63.9,56.6,57.4,80,37.8,63.3
85,"Université de MontréalCanada
Explore",63.4,48.2,49.7,86.4,70,84.1
86,University of FreiburgGermany,63.3,49.1,51.6,83.1,100,75.7
87,"University of BristolUnited Kingdom
Explore",63.2,41.8,48.4,95.5,40.9,86.6
88,Purdue University West LafayetteUnited States,63.1,57.5,66.4,63,64.3,72
89,"Sungkyunkwan University (SKKU)South Korea
Explore",63,57.6,61.2,70.3,97.3,51.1
90,University of ZurichSwitzerland,62.8,47,46.7,88.2,53,92.2
91,"University of Maryland, College ParkUnited States",62.7,46.9,59.1,89.6,39.2,41.2
91,University of TübingenGermany,62.7,51.2,56.2,80.1,67,64
93,École Polytechnique – Institut Polytechnique de ParisFrance,62.5,59.6,49.1,70.2,69.6,95.2
94,University of BaselSwitzerland,62.4,43,41.2,91.4,99.4,96.1
94,Dartmouth CollegeUnited States,62.4,58.4,39.9,96.4,41,39.6
96,"University of California, IrvineUnited States",62.3,43.3,46.5,94.9,58.9,71.9
96,University of HelsinkiFinland,62.3,43.4,59.3,88.1,38.1,55.1
96,Lund UniversitySweden,62.3,40.7,54.3,86.3,81,77.7
99,"University of GlasgowUnited Kingdom
Explore",62.2,41.1,47.9,91.8,40,92.3
99,RWTH Aachen UniversityGermany,62.2,55.6,61.5,67.3,98.1,59
